name,address,phone,timestamp,product1,unit_price1,quantity1,product2,unit_price2,quantity2,product3,unit_price3,quantity3
"Lisa Young","562 Jackson Views Apt. 972, Port Richardport, VI 29442","+1-918-554-4371","2022-09-03 07:35:01","BBC Micro",55.51,1,"",0.00,0,"",0.00,0
"Christine Turner","8564 Robinson Grove, Port Tabitha, ND 75461","(737)572-8816","2022-04-28 13:51:37","Commodore 64",83.90,1,"",0.00,0,"",0.00,0
"John Lopez","47099 Alexander Throughway Suite 958, Port Ernest, NM 34253","097-818-6214","2022-03-03 16:47:11","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Carly Morales","5216 Baker Mountains Suite 682, Jordanchester, MO 51298","001-121-009-9413","2022-08-26 05:55:06","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Lee Gray","PSC 6681, Box 9345, APO AE 66321","613.034.9229","2022-08-18 06:56:39","Commodore 64",84.49,1,"Amiga",84.24,1,"Atari 1200XL",78.30,1
"Joshua Torres","51116 Brennan Flats, Shawnshire, VA 30256","559.787.1846","2022-05-12 11:10:25","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Jasmine Tran","294 Matthew Mills Suite 722, Solischester, TX 36962","052-562-2372","2022-03-07 22:52:50","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Gabrielle Klein","3192 Bell Crossing Apt. 453, Ronaldville, DE 74500","(229)876-6734","2022-02-11 07:43:49","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Joseph Ramsey","38007 Estes Causeway, Port Eric, TX 49691","+1-914-582-9954","2022-07-10 09:36:53","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Tammy West","644 Timothy Extension, Anthonyborough, MO 70700","9303593319","2022-07-23 12:11:28","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Rachel Warren","17629 Stephanie Squares Apt. 194, Darrenbury, ND 30185","(006)255-8096","2022-01-30 14:06:09","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Amber Wright","392 Delgado Spring, North Lisa, OR 74656","001-993-515-1037","2022-04-19 16:44:59","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Victor Reynolds","116 Mcclain Junction, Barrettborough, MP 82742","7138715965","2022-07-05 01:14:11","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Angela Morris","519 Anna Unions, North Joseph, MT 85055","076.274.7361","2022-03-23 04:05:43","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Larry Hall","0707 Hernandez Ferry Apt. 579, Ethanborough, IL 09595","(025)963-5995","2022-01-26 12:02:40","Amiga",84.24,1,"Commodore 64",71.48,1,"",0.00,0
"Claudia Anderson","7297 Bell Plains, North Nathanview, FL 15580","+1-233-850-3630","2022-10-17 16:51:48","Atari 800",136.11,1,"",0.00,0,"",0.00,0
"Joseph Walker","380 Hicks Forge, Lake Michaelchester, PR 35538","(137)465-9434","2022-01-27 16:23:18","ZX Spectrum",102.17,1,"Amiga",84.24,1,"",0.00,0
"Caitlyn Murphy","63053 Patterson Street, Dianetown, NC 53532","+1-615-161-3895","2022-06-23 23:11:27","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Nicholas Stevens","10970 Allen Mill Suite 816, East Lawrenceview, KY 82586","001-916-331-7277","2022-06-25 17:13:29","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Courtney Hubbard","79809 Peterson Lane Apt. 898, Natalieside, PR 59005","908.048.9699","2022-04-02 04:52:59","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Vicki Gonzalez","675 Freeman Forges, West Alanport, AK 96582","671-650-4416","2022-06-11 00:36:54","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Sharon Dixon","860 Lori Trafficway, Lake Brittany, TN 10392","4028994879","2022-11-25 03:12:37","Commodore 64",64.91,1,"",0.00,0,"",0.00,0
"Mrs. Linda Hanson PhD","05636 Margaret Cliff, Martinshire, PR 68130","8838223305","2022-12-09 21:22:46","Amiga",84.24,1,"Atari TT",67.23,2,"",0.00,0
"Mark Fox","9850 Michelle Underpass, Lynchstad, AS 35414","688-800-8275","2022-03-09 17:40:32","ZX Spectrum",104.86,1,"",0.00,0,"",0.00,0
"Kenneth Pena","3053 Jason Junction, Ashleybury, WV 90847","141.826.4088","2022-11-07 11:16:03","NEC PC-100",111.25,1,"",0.00,0,"",0.00,0
"Derek Arnold","546 Anderson Via Suite 125, South Luis, WV 98734","001-463-868-6150","2022-07-23 02:24:23","Commodore 64",60.25,1,"VideoBrain Family Computer",94.85,1,"",0.00,0
"William Perry II","2752 Smith Mountain, Danielchester, OK 69092","496-223-8349","2022-08-18 09:27:08","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Darrell Lewis","6406 Jessica Mount Suite 415, Andreafurt, UT 99573","842-885-4830","2022-08-15 19:01:44","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Jessica Webb","0118 Figueroa Bypass Suite 093, Heatherburgh, TX 43805","001-022-578-3332","2022-10-16 06:26:48","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Michelle Burke","6597 Wright Road, Lihaven, MD 13501","606.719.6790","2022-11-12 15:33:18","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Matthew Johnson","14783 Christopher Branch Suite 869, Cookville, IL 57751","(852)306-7204","2022-06-09 14:47:49","Commodore 64",71.48,1,"MAŤO",72.70,1,"Amiga",84.24,1
"Cynthia Pham","USS Miranda, FPO AP 33226","275-174-6192","2022-02-13 01:14:44","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Angela Pollard","545 Davis Fork Apt. 723, Lambside, NC 71110","009-681-6879","2022-02-10 16:28:03","Amiga",70.25,1,"",0.00,0,"",0.00,0
"Richard Holmes","343 Gerald Greens Apt. 847, Penaborough, CA 56249","(197)891-3573","2022-03-18 12:12:22","Commodore 64",60.51,1,"",0.00,0,"",0.00,0
"Linda Stewart","290 Davis Springs, Davidshire, GA 12511","001-045-562-0552","2022-06-20 19:21:51","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Steven Simpson","4371 Chavez Station Suite 793, Charleneburgh, FM 61293","664.022.4776","2022-07-27 12:26:59","Commodore 64",82.01,1,"Apple II",52.90,1,"",0.00,0
"Thomas Grant","22029 Michael Stravenue, East Don, ME 83979","319.754.7122","2022-12-07 20:22:17","Apple II",57.71,1,"",0.00,0,"",0.00,0
"William Jones","398 Duarte Underpass, Lake Rebecca, UT 08732","(303)513-1160","2022-03-25 11:51:46","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Anthony Garcia","446 Allison Rapid, Port Melissastad, FL 96646","001-678-520-3137","2022-12-04 03:51:56","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Chris Conley","5845 Fuller Knoll, West Andrewberg, MH 33176","614.425.3323","2022-01-12 22:37:54","Amiga",67.78,1,"",0.00,0,"",0.00,0
"Tina Moody","4971 Moyer Motorway Suite 887, Lake Megan, MO 10876","327.770.6249","2022-02-11 00:07:30","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Christine Young","0008 Audrey Canyon Apt. 974, Lopezfort, KY 14034","(914)635-3149","2022-03-08 09:14:20","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Alisha Murphy","PSC 3651, Box 4513, APO AE 39922","+1-776-813-7287","2022-05-11 23:17:03","Commodore 64",63.12,1,"",0.00,0,"",0.00,0
"Michael Ford","188 Margaret Isle, East Michaelberg, OH 26196","(908)114-4242","2022-05-27 03:22:55","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Christopher Walker","PSC 3747, Box 4062, APO AA 27639","046.238.9567","2022-03-07 12:37:20","BBC Micro",55.51,1,"",0.00,0,"",0.00,0
"Michael Watts","5888 John Harbor, East Melvin, NV 64615","6817766814","2022-07-25 20:07:26","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Terry Schwartz","4130 Nathan Green, Roberttown, CA 73050","1039481494","2022-08-17 05:43:20","Commodore 64",84.45,1,"",0.00,0,"",0.00,0
"Bonnie Horton","PSC 7725, Box 7351, APO AE 96360","046-366-5771","2022-08-20 12:02:07","Timex Sinclair 2048",85.07,1,"",0.00,0,"",0.00,0
"Jessica Hood","830 Thompson Street Suite 418, Port Joshuafurt, AR 78220","001-990-465-6430","2022-10-30 05:50:48","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Gabriela Moore","01891 Christopher Court Suite 794, Morrismouth, VT 56508","001-297-925-1979","2022-04-22 00:47:47","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Michelle Burgess","7192 Michael Keys Suite 940, North Carlos, DE 93426","(789)634-1157","2022-04-23 13:11:56","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"William Mccarty MD","494 Shannon Drives Apt. 773, Hoovermouth, NV 46522","128-031-9470","2022-12-03 21:30:31","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Jessica Montgomery","3215 Michelle Forest, Alexandriaberg, IN 80614","6278976721","2022-10-28 11:08:53","Apple II",58.08,2,"",0.00,0,"",0.00,0
"Dylan Brown","90210 Grimes Place, Powelltown, WA 83662","(580)797-4711","2022-07-25 17:36:33","Amiga",84.24,1,"Apple II",52.90,1,"",0.00,0
"Charles Frey","406 Jennings Islands, South Courtney, PW 73190","(596)118-0451","2022-11-16 16:23:16","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Derek Walter","4127 Cook Rest Apt. 978, West Laura, PR 96669","576.144.9461","2022-02-22 10:39:52","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Richard Caldwell PhD","12204 Crawford Meadow Apt. 309, Riveraberg, OH 72701","001-389-983-5775","2022-05-23 06:17:35","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Rachel Evans","USCGC Reynolds, FPO AA 27615","747.533.4229","2022-05-01 17:40:17","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Beth Baker","2939 Lisa Inlet, East Heather, AS 16033","399-377-6200","2022-11-02 00:24:33","Commodore 64",75.50,1,"Amiga",74.36,1,"",0.00,0
"Ian Ford","03732 Mitchell Cliffs, Jasonborough, AZ 22179","(256)739-0230","2022-05-07 19:48:02","ZX Spectrum",120.78,1,"Amiga",84.24,1,"",0.00,0
"Linda Bonilla","7748 Michael Isle, West Lindabury, OK 37638","9476271198","2022-02-11 16:38:52","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"John Chen","96277 Ward Trail, South Jessica, AK 23355","001-383-733-5685","2022-09-25 21:31:01","BBC Micro",55.51,1,"",0.00,0,"",0.00,0
"Christian Cannon","321 Pittman Isle Suite 647, South Kenneth, ND 87556","256-800-4234","2022-04-16 10:42:00","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Lisa Berry","969 Bradley Glens Suite 216, Lake Brianmouth, MD 08319","001-898-039-4639","2022-03-21 08:30:43","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Stephen Russell","968 Thomas Lodge, North Shane, MS 74258","326-959-4243","2022-03-24 11:02:33","Amiga",84.24,1,"ZX Spectrum",120.78,2,"MAX Machine",76.96,1
"Kevin Taylor","61979 Cross Lane, North Amyhaven, FL 41462","+1-086-286-6080","2022-01-07 06:13:46","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Manuel Rose","5959 Hart Course Apt. 304, Barberport, MA 06286","316-224-8661","2022-07-12 09:21:06","Amiga",84.24,1,"Commodore 64",71.48,1,"",0.00,0
"Matthew Wright","441 Wells Ridges, West Leslie, PR 55310","(919)190-4585","2022-12-12 00:11:52","Franklin ACE",81.74,1,"",0.00,0,"",0.00,0
"Erin Nguyen","451 Travis Road, Willisbury, AK 93914","001-306-986-4439","2022-04-09 17:39:19","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Christy Murphy","1891 Arnold Isle Suite 891, Martinezfurt, SC 36136","(501)185-2091","2022-02-09 09:02:17","Amiga",93.52,1,"",0.00,0,"",0.00,0
"John Gibson","057 Boyd Center Suite 552, Christopherside, IL 68703","001-689-770-0514","2022-09-22 19:27:19","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"James Murray","71096 Herring Islands, Jamesstad, AS 46558","816-406-3666","2022-02-20 19:28:54","Apricot F1",123.83,1,"",0.00,0,"",0.00,0
"Michael Williamson","672 John Lake, Juarezstad, NE 33531","+1-019-061-0501","2022-03-17 21:07:49","ZX Spectrum",120.78,1,"Grundy NewBrain",79.37,1,"",0.00,0
"Billy Bridges","24626 Ibarra Meadow Apt. 926, Smithfort, AS 17559","(954)407-9457","2022-04-28 18:33:05","Atari 800XL",120.33,1,"",0.00,0,"",0.00,0
"Cheryl Castaneda","84091 Jacob Land, Lake Jacqueline, MS 35683","001-500-532-5214","2022-02-17 13:55:07","Amiga",74.52,1,"",0.00,0,"",0.00,0
"Christy Hayes","595 Wright Extensions, Port Joshuamouth, AL 94412","+1-345-843-5408","2022-04-27 10:22:15","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Colton Turner","6122 Monica Inlet Suite 826, Taylormouth, NH 65092","562.104.8882","2022-08-14 01:51:18","Apple II",43.25,1,"",0.00,0,"",0.00,0
"Nicole Wilson","77632 Michael Unions, Port Denise, PR 85875","001-267-975-5219","2022-04-17 07:26:36","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Chelsea Williams","7759 Melissa Mews Apt. 742, New Michael, MS 32511","+1-608-947-4407","2022-05-23 17:37:48","Commodore 64",71.48,1,"Amiga",84.24,1,"PCW",106.34,1
"Jonathan Mclaughlin","69085 Vaughn Flat Apt. 347, North Jessicashire, AK 63391","(885)892-3878","2022-07-29 08:28:42","Imagination Machine",76.79,1,"",0.00,0,"",0.00,0
"Heather Lopez","951 Samuel Falls, North Jennifer, NH 48567","3098813481","2022-04-08 23:06:41","BBC Micro",55.51,1,"",0.00,0,"",0.00,0
"Ryan Martinez","44153 Angela Stravenue Suite 693, North Jessica, MA 25008","+1-338-005-6144","2022-01-13 16:48:57","Commodore 64",71.48,1,"Amiga",76.23,1,"",0.00,0
"Christina Davis","235 Pierce Point, West Kimberly, ID 23689","134-697-1388","2022-10-31 20:17:39","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Alexander Scott","2771 Anthony Lodge, North Tonya, AR 26762","(151)317-9416","2022-05-15 00:22:41","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Angela Sharp","7623 Preston Green Apt. 455, East Luismouth, NJ 94529","847.037.2608","2022-05-04 15:15:59","BBC Micro",55.51,1,"",0.00,0,"",0.00,0
"Angela Cherry","60181 Billy Greens, Brownland, GU 17004","182-034-3172","2022-07-06 14:53:04","Commodore 64",58.29,1,"",0.00,0,"",0.00,0
"Kristen Murphy","4906 Watkins Tunnel Suite 080, Lake Mary, NM 10862","690-841-7598","2022-01-30 04:03:16","Amiga",78.46,1,"",0.00,0,"",0.00,0
"Stephanie Stewart","091 Fernandez Lights, Foxberg, IN 34840","+1-916-874-3658","2022-09-27 06:43:07","Amiga",85.24,1,"",0.00,0,"",0.00,0
"Derrick Vargas","USS Martinez, FPO AA 62235","(579)552-1658","2022-05-12 11:01:43","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Joshua Brooks","5696 Johnson Isle Apt. 802, Tammyshire, CO 70185","692-423-6944","2022-09-02 00:41:48","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Megan Hickman","6116 Kevin Drive, Madisonchester, IN 35703","840-360-7212","2022-02-14 13:20:01","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Elizabeth Rodriguez","8487 Lisa View, Dwayneview, WI 85546","001-619-146-1286","2022-03-19 22:43:45","Amiga",79.59,1,"",0.00,0,"",0.00,0
"Matthew Navarro","8435 Gilbert Road Apt. 746, Mcclainberg, ND 65830","(029)619-7482","2022-05-14 21:27:58","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Richard Nguyen","7377 Aaron Shoal Suite 906, Wrightland, AR 92049","2444588052","2022-09-28 14:25:59","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Joseph Walker","380 Hicks Forge, Lake Michaelchester, PR 35538","(137)465-9434","2022-02-04 18:58:17","ZX Spectrum",106.81,1,"Amiga",84.24,1,"",0.00,0
"Christine Turner","8564 Robinson Grove, Port Tabitha, ND 75461","(737)572-8816","2022-11-18 06:53:29","Commodore 64",72.83,1,"",0.00,0,"",0.00,0
"Pamela Quinn","41871 Sean Square, New Stevenborough, CO 93587","617-991-2294","2022-12-21 14:37:13","ZX Spectrum",120.78,1,"Amiga",84.24,1,"",0.00,0
"Julie Ingram","PSC 3322, Box 5412, APO AA 35517","(667)021-6801","2022-12-07 13:24:59","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Michelle Baldwin","0130 Ramos Crest, North Shelby, PA 50737","+1-805-102-4632","2022-05-03 22:07:48","Commodore 64",82.25,1,"",0.00,0,"",0.00,0
"Michael Huff","36344 Nelson Highway Suite 319, Donaldberg, IL 48565","0953435290","2022-12-07 19:37:49","Amiga",84.24,1,"",0.00,0,"",0.00,0
"John Williams","19167 Daniels Mount, West Garrett, CA 03887","+1-692-749-6154","2022-05-31 23:06:33","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Jeffrey Lee MD","326 Poole Tunnel, Bryanchester, GA 57851","001-295-027-7965","2022-03-13 06:29:07","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Ashley Brewer","275 Alyssa Bypass, Lake Alexanderbury, CA 61143","250-042-5564","2022-07-03 10:12:59","Apple II",52.90,1,"Amiga",84.24,1,"",0.00,0
"Sheri Cross","106 Owen Well Apt. 060, Hortonbury, PW 31306","016.031.4203","2022-07-22 03:15:34","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Elaine Mills MD","78226 Miller Wall Apt. 706, Powellhaven, IA 05052","001-256-624-4184","2022-12-24 15:26:51","Apple II",52.90,1,"Amiga",77.77,1,"",0.00,0
"Anna Hickman","628 Lee Lake Suite 146, Port Elizabeth, AS 40696","589.240.8232","2022-05-30 01:28:08","Commodore 64",71.48,1,"Amiga",84.24,2,"",0.00,0
"Amanda Burns","PSC 4594, Box 8155, APO AA 46380","001-259-715-1905","2022-06-06 07:24:22","Amiga",84.24,1,"Commodore 64",63.69,1,"ZX Spectrum",120.78,1
"Isabella Reyes","70111 Becker Terrace, Lake Nathan, CT 10454","+1-580-864-6166","2022-04-15 06:40:26","ZX Spectrum",140.48,1,"",0.00,0,"",0.00,0
"Donna Baker","33090 Ford Roads Apt. 017, Rodriguezland, GU 81389","612-248-9353","2022-01-11 04:12:36","Apple II",60.86,1,"",0.00,0,"",0.00,0
"Alexander Tucker","936 Little Ridge, Lydiaborough, GA 48788","(948)096-5269","2022-12-29 00:33:25","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Tyler Davis","34588 Louis Course, Port Andrea, AK 99947","702.748.8946","2022-03-18 08:09:24","Amiga",99.62,1,"",0.00,0,"",0.00,0
"Dillon Mendoza","456 Matthew Drive, Victormouth, OR 50600","+1-190-725-1414","2022-09-17 03:39:25","BBC Micro",55.51,1,"",0.00,0,"",0.00,0
"Megan Thompson","936 Melissa Mountains, Alexanderchester, IA 38172","001-128-028-1500","2022-04-12 17:37:22","Commodore 64",82.85,1,"",0.00,0,"",0.00,0
"Brian Reyes","5205 Eric Lodge, Lake Stephaniestad, WY 66078","+1-954-061-3218","2022-07-17 22:40:55","Amiga",95.78,1,"",0.00,0,"",0.00,0
"Kevin Jacobson","591 Robin Manors Apt. 012, New Kim, NV 33518","7747015215","2022-01-10 00:07:25","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Glen Holt","292 Wanda Orchard, Davisstad, IN 08727","274.912.8648","2022-11-08 00:10:47","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Maria Romero","19564 Jessica Viaduct Suite 338, Vanceville, MI 46079","367.234.5772","2022-01-31 01:59:19","Amiga",80.17,2,"",0.00,0,"",0.00,0
"Michael Romero","1466 Melissa View, Nobleside, KS 79324","001-344-782-5168","2022-06-26 14:07:01","Amiga",84.24,2,"",0.00,0,"",0.00,0
"Ronnie Clark","796 Bowman Valleys, Ballville, ME 28353","001-000-027-9084","2022-05-20 16:45:49","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Laura Sullivan","819 Jackson Greens Apt. 579, Davidfurt, HI 80703","6764209001","2022-11-18 07:52:29","Poly-1",93.21,1,"",0.00,0,"",0.00,0
"Annette King","3684 Barbara Mountains, West Kelly, MT 40769","908.678.2591","2022-02-19 20:08:44","Commodore 64",81.24,1,"",0.00,0,"",0.00,0
"Stephanie Mckinney","186 Michael Canyon, Gonzalezfurt, IA 14189","645.514.7884","2022-12-07 15:06:08","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Eric Jackson","6865 Scott Rapids, New Gregory, FM 02018","001-747-409-5796","2022-10-20 06:44:13","Amiga",88.03,1,"",0.00,0,"",0.00,0
"Alex Cruz","88007 Hammond Walk Apt. 516, Cathybury, VI 20911","255.791.5160","2022-08-18 22:23:24","Apple II",61.68,1,"",0.00,0,"",0.00,0
"Kelly Miranda MD","20003 Eric Lake Suite 996, West Lauratown, MN 28775","(856)182-6552","2022-11-26 09:40:43","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Cynthia Johnson","69475 Kathy Forest Suite 524, North Christopherburgh, OK 15105","478-671-2365","2022-01-02 06:34:02","Commodore 64",71.48,2,"",0.00,0,"",0.00,0
"Gary Hooper","24451 Victoria Passage, Christopherview, NM 47057","(995)625-7080","2022-05-16 10:32:02","ZX Spectrum",127.15,2,"Vector-06C",118.68,1,"",0.00,0
"Anna Ramos","927 Ford Rapids Suite 740, South Seanchester, HI 15490","+1-577-327-3124","2022-05-16 18:56:48","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Eric Miller","201 Tiffany Shore Apt. 954, Cooperview, GA 92426","254.223.5381","2022-11-12 03:00:29","ZX Spectrum",97.57,1,"",0.00,0,"",0.00,0
"Ashley Mason","USNS Sosa, FPO AA 42534","783-276-6881","2022-05-08 05:41:45","ZX Spectrum",114.61,2,"",0.00,0,"",0.00,0
"Ryan Burns","61621 Stanley Parkways, Maryville, MH 30232","965.990.0479","2022-10-19 15:55:29","Commodore 64",74.98,1,"",0.00,0,"",0.00,0
"Patrick Fitzgerald","USCGC Hill, FPO AE 64568","113-920-8150","2022-05-18 11:06:37","Amiga",82.95,1,"",0.00,0,"",0.00,0
"Daniel Jackson","6342 Brooks Motorway, West Kimberlyberg, LA 09666","9947909955","2022-01-13 11:21:24","Amiga",75.38,1,"",0.00,0,"",0.00,0
"Kerri Zhang","20264 Martinez Circle, New Robertmouth, AK 55683","+1-336-055-0542","2022-03-03 20:05:52","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Timothy Bartlett","4093 Bush Dam Suite 954, Rogerside, MT 14109","566-978-5496","2022-05-02 00:35:04","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Martin Sawyer","Unit 2357 Box 0573, DPO AE 89076","(758)917-2721","2022-04-15 06:02:48","Amiga",68.55,1,"",0.00,0,"",0.00,0
"Gloria Walker","948 Hickman Trail Suite 460, Meganborough, MP 54427","+1-697-911-7524","2022-01-25 18:32:00","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Erica Johnson","USS Walker, FPO AP 35139","0929635062","2022-06-12 23:31:51","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Tyler Christensen","385 Shane Tunnel Apt. 109, North Gailport, MP 27782","(045)458-1155","2022-05-06 17:08:35","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Brian Odom","5922 Jennifer Plains Apt. 312, Michaelfort, GU 05522","001-937-768-3704","2022-03-21 10:25:21","TRS-80 Model I",49.10,1,"",0.00,0,"",0.00,0
"Joseph Martinez","24255 Young Burgs Apt. 830, Philipmouth, AR 29259","001-210-688-5158","2022-12-17 21:00:42","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Annette Garner","082 Peters Ford Suite 892, Gregoryside, IL 14016","(533)479-3120","2022-02-03 07:51:36","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Nathan Hutchinson","73240 Hayes Walk, New Johnny, GA 52941","895-631-3933","2022-07-30 05:49:21","Commodore 64",71.48,2,"",0.00,0,"",0.00,0
"Jason Lewis","65751 Jones Expressway, New Shannon, WY 08934","001-911-415-1778","2022-09-25 10:11:54","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Bonnie Garcia","316 Rodriguez Haven, North Ronnie, MT 95943","775-732-0554","2022-02-24 20:48:40","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Samantha Martinez","088 Peter Tunnel Suite 056, West Nicholastown, NE 10823","(364)614-6273","2022-08-03 16:07:02","BBC Micro",55.46,1,"",0.00,0,"",0.00,0
"Shannon Beasley","USS Thompson, FPO AP 91799","841.314.7969","2022-04-06 10:13:07","Apple II",52.90,1,"",0.00,0,"",0.00,0
"Michael Richards","767 Shelton Drives Apt. 879, Holmeschester, NC 77748","9662251389","2022-10-28 07:17:25","Amiga",84.24,1,"SC-3000",89.43,1,"",0.00,0
"Levi Montgomery","459 Leah Street Apt. 145, East Jennifer, NE 93741","+1-393-109-7116","2022-03-01 20:38:20","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Joseph Downs","65929 Margaret Ramp, New Kristy, FL 03053","(174)919-9910","2022-11-03 12:39:08","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Katherine Young","201 Bell Causeway, Taylormouth, NV 64314","821-074-3847","2022-01-13 19:19:40","Galeb",118.74,1,"",0.00,0,"",0.00,0
"Melissa Mcconnell","627 Dawn Run, Lake Jamesland, MA 08213","4293658982","2022-11-17 12:51:50","FM-7",78.25,1,"",0.00,0,"",0.00,0
"Jeffrey Guerrero","66838 Andrew Mills Apt. 839, Ericborough, MT 39879","275-602-3326","2022-03-10 08:29:58","Atari ST",101.85,1,"",0.00,0,"",0.00,0
"Denise Richards","03178 Robert Prairie Suite 749, North Sandra, MA 14710","(038)057-0543","2022-12-31 20:22:30","Commodore 64",83.69,1,"",0.00,0,"",0.00,0
"John Butler","75223 Michael Haven, Rogersport, SD 63582","3919444766","2022-10-25 13:15:39","Amiga",84.24,1,"IBM PS/1",78.79,2,"",0.00,0
"Kenneth Phillips","2662 Hernandez Heights Apt. 169, Jessicaland, TN 00960","001-286-911-7473","2022-10-15 23:08:33","BBC Micro",55.51,1,"",0.00,0,"",0.00,0
"Penny Anthony","75404 Katelyn Hollow, Port Lauren, KS 96724","(198)446-4058","2022-04-15 09:37:34","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Suzanne Smith","0299 Kevin Gardens Suite 432, Velazquezhaven, PW 04679","001-538-124-7301","2022-07-14 12:29:15","Commodore 64",71.48,1,"Timex Computer 2068",63.47,1,"",0.00,0
"Kimberly Graham","0216 Joanna Estate Suite 012, South Christinafurt, DC 26714","001-397-727-2671","2022-03-03 18:05:57","Commodore 64",71.48,1,"",0.00,0,"",0.00,0
"Ricky Scott","89245 Andrea Crescent, Moranstad, KS 95662","+1-035-061-4014","2022-03-29 08:37:55","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Michelle Howard","62883 Murray Spur Suite 745, Villegasburgh, GU 80250","(138)815-7351","2022-08-27 20:48:53","ZX Spectrum",120.78,1,"",0.00,0,"",0.00,0
"Jason Ramirez","9738 Kristen Summit Suite 178, Derekfurt, DC 83451","(975)136-2970","2022-02-06 17:02:07","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Jessica Tate","PSC 8923, Box 2495, APO AP 17867","293.086.1218","2022-02-15 08:40:27","Amiga",84.24,1,"",0.00,0,"",0.00,0
"Matthew Chapman","25042 Garcia Bridge, Josephland, VT 79243","1218549874","2022-10-02 20:23:43","Amiga",84.24,1,"",0.00,0,"",0.00,0
