customer,product,timestamp,rating,comment
"Kelsey Anderson","BBC Micro","2022-09-19 01:45:24",5,""
"Kelsey Anderson","Commodore 64","2022-10-13 07:46:16",1,"Air nation stop job concern. Seek foot back foot."
"Kelsey Anderson","CPC 464","2022-06-25 03:01:30",4,"Not management security which including fight number customer. Everybody pull rest eight relate. Ok page organization organization we."
"Kelsey Anderson","Apple IIc","2022-11-08 18:29:44",2,"Bank pass business make black simple. Big show apply a him old property argue. Than least who drive small."
"Kelsey Anderson","Amiga","2022-02-09 03:19:57",4,"Now democratic role rate whose indeed. Daughter member necessary future letter develop bag. Scene reality air individual glass maybe."
"Jennifer Thomas","Commodore 64","2022-09-21 10:31:58",3,"How back girl international camera."
"Steven Lynch","BBC Micro","2022-03-10 23:09:34",3,"Them occur shoulder quite community. Budget certainly their student. Nor act again something."
"Amy Hall","Commodore 64","2022-10-26 18:03:49",4,"Assume group finish wear attack. Security issue hold body out stay tend."
"Amy Hall","ZX Spectrum","2022-06-29 10:03:28",5,""
"Amy Hall","Amiga","2022-05-02 21:14:24",4,"Leave community never now. While including approach. Soldier discover large relate."
"Michael Lester","Amiga","2022-05-29 23:20:00",4,"Trouble court big animal like. Off part together almost cell clearly. Drug prepare need form only."
"Timothy Nixon","Commodore 64","2022-11-10 12:29:41",5,""
"Lori Parker","Apple II","2022-06-01 23:14:50",1,""
"Mr. Joseph Davis","Commodore 64","2022-07-05 02:25:29",5,""
"April Pratt","Aamber Pegasus","2022-06-14 12:26:47",1,"Key help media over. For mention figure material. Course through human rest wall data."
"Shelby Cooke","Apple II","2022-12-17 23:08:01",5,""
"Shelby Cooke","Commodore 64","2022-06-12 11:47:45",3,""
"Shelby Cooke","Amiga","2022-03-05 03:18:37",3,""
"Pamela Greene","Amiga","2022-03-15 07:41:16",2,"Official example forget admit day. Agreement me since. Word weight check anyone also example maintain threat."
"Bradley Burke","Amiga","2022-01-17 02:59:48",5,""
"Amy Burnett","MAX Machine","2022-05-11 15:30:41",5,""
"Amy Burnett","ZX Spectrum","2022-11-28 07:21:01",4,""
"Candace Dixon","ZX Spectrum","2022-04-24 17:08:01",5,"Picture common house source feeling gas final. Serve together create young shake."
"Melissa Dean","Apple II","2022-08-10 09:58:33",5,"Institution here her behavior goal whom. Whose major remember into scientist."
"Melissa Dean","Commodore 64","2022-04-02 16:12:01",3,""
"Melissa Dean","ZX Spectrum","2022-12-27 10:24:40",1,"Feel range stage it. Next discuss trial thought town order election. Market early cold."
"Melissa Dean","Apple IIc","2022-02-16 09:05:42",1,"Compare space make item all."
"Charles Matthews","Amiga","2022-10-08 05:43:14",5,""
"Mary Shaw","Amiga","2022-01-17 16:19:17",4,"Special his vote. Manager probably conference sea kid. Hot program car short early. Group activity without do."
"Christopher Cooper","Amiga","2022-04-11 04:08:12",1,"Wide force along beat cold. Suffer firm mission task morning perform quite. Require hospital beyond miss deal much."
"Kathleen Simmons","Apple II Plus","2022-07-26 00:50:54",5,""
"Kathleen Simmons","Acorn Atom","2022-04-02 21:57:22",4,""
"Kathleen Simmons","Commodore 64","2022-05-23 04:04:10",5,"Story industry free bag finally great situation sell. Knowledge with turn little serve."
"Kathleen Simmons","Amiga","2022-08-25 02:14:58",3,""
"Kristi Alexander","ZX Spectrum","2022-05-16 06:17:50",5,""
"Kelly Barrett","ZX Spectrum","2022-11-30 22:13:56",4,""
"Timothy Torres","ZX Spectrum","2022-06-14 12:12:38",4,""
"Austin Moran","Commodore 64","2022-12-11 11:28:29",5,"Movie ground among operation. Forward plant black administration training land pattern. Skin my top economic region safe agency."
"Michael Cohen","Amiga","2022-12-12 13:38:17",4,""
"Jacqueline Simon","Amiga","2022-09-19 06:19:12",4,"Product significant office occur performance speech. Ever after describe itself miss learn evidence."
"Andrew Edwards","Amiga","2022-04-22 14:14:33",4,"Mind mean easy tax bank anything actually. May data bed maybe until ago best."
"Mr. George Oneal","Amiga","2022-12-16 08:54:49",4,"Product easy garden age cause."
"Cheryl Berg","Commodore 64","2022-09-18 01:37:56",1,"First study claim nice cover billion room."
"Andrew Williams","Commodore 64","2022-11-23 18:10:56",5,"Level music those trial big hold even. News our other great."
"Andrew Williams","Amiga","2022-07-10 11:56:56",1,""
"Tina Stewart","Amiga","2022-06-13 13:10:17",3,""
"Christine Washington","Commodore 64","2022-05-19 16:06:34",2,""
"Scott Aguilar","Apple II","2022-01-16 05:42:32",1,""
"Scott Aguilar","ZX Spectrum","2022-12-08 19:20:39",4,""
"Scott Aguilar","BBC Master","2022-10-22 22:53:35",1,""
"Gabrielle Carroll","Apple II","2022-05-24 07:40:15",5,""
"Gabrielle Carroll","Amiga","2022-07-03 08:58:48",1,"Care agree opportunity nice cold. Four institution past song. Lead bag seek media person long."
"Breanna Gray","Commodore 64","2022-08-18 15:37:54",5,""
"Breanna Gray","ZX Spectrum","2022-09-21 02:28:44",5,"Owner generation successful thank message. Themselves capital still yet."
"Breanna Gray","AGAT-9","2022-12-22 06:07:49",4,"Form kitchen case crime key house."
"Breanna Gray","Amiga","2022-03-03 10:13:36",5,""
"Anna Liu","Apple II","2022-10-26 16:06:37",1,"Apply may on program. Five interview size voice so international staff. Manage animal through physical drive make officer."
"Anna Liu","ZX Spectrum","2022-07-04 23:14:16",2,""
"Tammy Tran","Amiga","2022-04-25 21:01:56",5,""
"Angel Porter","TRS-80 Model I","2022-11-11 00:46:55",4,""
"Nancy Hart","Amiga","2022-08-05 21:07:30",5,"Single fact fund. Behavior method dark different sister."
"Justin Diaz","Commodore 64","2022-12-28 17:24:45",4,""
"Francisco Mccoy","Amiga","2022-01-18 22:17:25",4,"Form bag under air whole strong. Over fast big others."
"Keith Hardy","Commodore 64","2022-03-25 07:10:31",4,"Strong condition when test value. Pm let arm action allow who source find."
"Melissa Ward","Amiga","2022-03-16 05:07:30",5,"Court role author information her per play speech."
"Melissa Ward","PC-1512","2022-02-19 22:45:18",5,""
"Susan Schmidt","Commodore 64","2022-04-15 01:04:13",5,""
"Susan Schmidt","Amiga","2022-09-16 22:38:07",4,""
"Mr. Jorge Stewart","Commodore 64","2022-04-24 02:41:45",2,""
"Beth Hendrix","Commodore 64","2022-10-20 16:00:47",2,""
"Matthew Perez","Atari 400","2022-08-30 10:17:11",1,""
"Lindsey Pacheco","Amiga","2022-05-15 21:10:45",5,""
"George Johnson","Commodore 64","2022-03-23 12:55:23",2,"Possible avoid authority she. Question news chair water budget yes music. Window line child baby east fact."
"George Johnson","ZX Spectrum","2022-10-22 23:50:04",5,"Skin next skill charge could speech customer. Easy quickly much generation. Realize including oil kitchen population become. Western show forward once within reveal I."
"Justin Hall","ZX Spectrum","2022-09-28 04:59:57",5,"Mind discover impact voice effort process. Newspaper shoulder and. Mission subject eight lawyer."
"John Maxwell","Commodore 64","2022-10-14 10:56:51",4,""
"John Maxwell","Sinclair QL","2022-10-14 23:15:57",4,""
"John Maxwell","Amiga","2022-05-25 03:32:33",5,""
"Mark Fox","Commodore 64","2022-12-09 01:31:58",4,"Lawyer country it heart."
"Kathy Whitehead","Commodore 64","2022-04-23 12:41:18",5,""
"Kathy Whitehead","ZX Spectrum","2022-03-14 13:49:18",4,"Learn remember floor miss agree authority black. Hope maybe ago management."
"Chelsea Velez","Apple II","2022-04-30 12:38:04",5,"Why reduce religious later front. Feeling morning six training that body across."
"David Ellison","Amiga","2022-06-17 20:53:21",5,""
"John Stephens","Amiga","2022-02-18 04:40:19",3,"Entire medical college listen. Father always foreign thing economy. North never memory site."
"Adam Fowler","Apple II","2022-10-26 12:18:10",5,"Crime stock just future purpose. Short could argue pattern throw beat."
"Adam Fowler","Commodore 64","2022-12-14 05:56:19",5,""
"Adam Fowler","ZX Spectrum","2022-11-09 03:29:10",4,"Painting half marriage woman kind time. Production response million financial without matter church. Much score home."
"Adam Fowler","KC 85","2022-02-15 18:05:33",4,""
"Adam Fowler","Amiga","2022-08-01 02:25:45",2,""
"Adam Fowler","Oric Telestrat","2022-02-04 03:47:45",4,""
"John Humphrey","Video Genie","2022-11-10 17:55:36",5,""
"Gabriel Lewis","Commodore 64","2022-11-14 21:32:05",5,""
"Lisa Sanchez","ZX Spectrum","2022-03-02 13:42:28",5,""
"Daniel Munoz","Apple II","2022-09-08 00:04:06",2,""
"Marcus Wheeler","Commodore 64","2022-01-29 12:26:46",5,"Generation today must television exactly house enough. Teacher generation economic radio south. Weight company remain need forward."
"Mrs. Christina Rodriguez","Commodore 64","2022-08-11 23:48:22",5,"Interview factor week tend gun research song lose. Nice quality whole visit somebody air simply. Central person weight decade federal."
"George Martinez","Commodore 64","2022-01-03 20:32:40",5,"Next thousand pick suffer nation report power that. Effort especially head down. Fish despite interesting employee strong."
"Judy Luna","Commodore 64","2022-01-20 09:30:56",1,"Training visit worker like better us. Not financial husband agree office. Increase treat boy per."
"Katrina Payne","Commodore 64","2022-02-09 06:27:05",1,""
"Chris Sullivan","Commodore 64","2022-11-17 09:01:51",4,"Country work similar threat visit. Leave bill theory."
"Chris Sullivan","FM-7","2022-11-05 11:35:45",1,""
"Chris Sullivan","Euro PC","2022-01-18 04:08:23",3,""
"Alexander Rodriguez","Amiga","2022-08-23 10:06:24",5,""
"Lindsay Smith","BBC Micro","2022-12-09 11:30:52",1,""
"Lindsay Smith","Commodore 64","2022-10-01 15:45:33",4,""
"Lindsay Smith","Amiga","2022-03-26 11:27:15",4,""
"Miranda Dunn","ZX Spectrum","2022-08-25 01:39:42",5,""
"Miranda Dunn","Amiga","2022-11-21 02:50:23",1,"Door choose woman fear operation money anything. Level interview cell red could early."
"Mark Butler PhD","Commodore 64","2022-08-04 08:18:52",5,"Word certainly available voice purpose American method. Religious against front so in speak social. Environment listen may remember increase table leader."
"Jody Phillips","Commodore 64","2022-01-10 12:06:48",4,"Theory generation part film how series front weight. Talk statement spring successful city name example bit. Woman letter wind budget."
"Jody Phillips","ZX Spectrum","2022-12-12 10:21:03",5,""
"Jody Phillips","Amiga","2022-09-26 06:21:33",2,""
"Gary Peterson DVM","ZX Spectrum","2022-05-01 20:23:04",4,""
"Steven Barrett","Commodore 64","2022-04-05 22:47:13",4,""
"Jennifer Ramirez","Commodore 64","2022-09-30 16:45:37",5,""
"Jennifer Ramirez","ZX Spectrum","2022-01-23 16:50:46",2,"Such order stop special capital class toward."
"Matthew Joseph","Commodore 64","2022-03-27 04:46:44",4,""
"Donald Mccoy","ZX Spectrum","2022-08-28 17:27:31",5,""
"Donald Mccoy","Amiga","2022-05-30 20:55:37",5,""
"Mark Delgado","Commodore 64","2022-12-23 08:46:52",5,""
"Andrew Knox","ZX Spectrum","2022-01-11 07:01:14",5,"Beat action though author culture final list."
"Linda Lucas","Commodore 64","2022-11-30 12:36:39",5,""
"David Adams","Apple II","2022-04-28 21:21:13",1,"Truth choose guess leader."
"David Adams","Amiga","2022-10-12 15:35:35",3,"Their over though put ability. Coach former wonder receive. Stage shoulder pick traditional drop Congress."
"David Adams","Dubna 48K","2022-10-20 10:32:49",5,"Send executive arm here science former majority reflect. Soon author structure teacher."
"Mrs. Sandy Soto DDS","BBC Micro","2022-02-16 06:15:19",1,"Help ball move majority reveal. Fine thought trade sort open."
"Mrs. Sandy Soto DDS","ZX Spectrum","2022-12-28 10:33:51",5,""
"Mrs. Sandy Soto DDS","PCW","2022-06-28 23:16:02",5,"Indeed line level him wear account people throw. Member fly way ask particularly address significant. Rather week or party reduce."
"Brandon Robbins","Apple II","2022-03-29 21:43:15",5,"Each central turn heavy my official list. Picture consumer party week. Member believe help kitchen attention fill test."
"Brandon Robbins","Amiga","2022-01-02 23:20:30",4,"Nation more girl grow wide scene take. Go resource movement sing. Word course example most response tonight. Recent meet current ago civil page."
"Michael Harper","Amiga","2022-04-20 19:11:34",1,""
"Jonathan Mclaughlin","Imagination Machine","2022-01-01 19:11:56",4,"Above sea never bed city. Reason much nearly approach."
"Samantha Jones","Commodore 64","2022-09-27 21:39:51",4,""
"Joseph Ramsey","ZX Spectrum","2022-05-21 15:29:55",1,""
"Joseph Ramsey","Amiga","2022-02-08 00:44:43",4,"Country ok reality really office memory and might. Yes position record ball born."
"Tammy Freeman","VTech Laser 200","2022-09-11 04:16:10",3,""
"Tammy Freeman","Gama","2022-09-10 01:57:22",5,""
"William Jones","BBC Micro","2022-10-15 03:51:11",5,"Somebody education arrive oil response seem. Four each attorney center visit data."
"William Jones","Amiga","2022-08-04 00:11:51",5,""
"Ronald Morrison","Commodore 128","2022-04-27 18:02:54",5,"Receive reveal window myself Republican. Option candidate give real. Magazine major most send teach respond."
"Lori Ross","Commodore 64","2022-12-11 23:20:29",4,"Produce traditional science lose perhaps beautiful. Such outside voice single second trouble realize. Analysis role cold ten part analysis."
"Lori Ross","ZX Spectrum","2022-03-26 12:33:21",1,"Generation or final quickly work culture writer. Low way dark little once eye."
"Lori Ross","Amiga","2022-04-02 05:51:08",5,"Majority standard many material without why. Here food that trip sing. Film difficult position current against."
"Zachary Boyd","Amiga","2022-12-15 19:07:42",4,""
"Lee Douglas","Amiga","2022-08-24 12:15:49",4,""
"James Wagner","Amiga","2022-01-03 09:54:17",4,"Year yard kind daughter push already case. Pay light foreign itself. Pressure southern home wish film still reality."
"James Wagner","Dubna 48K","2022-03-14 05:07:15",4,""
"William Campbell","BBC Micro","2022-01-14 00:17:14",1,""
"William Campbell","Commodore 64","2022-07-25 13:36:30",5,""
"Amber Ramirez","Apple II","2022-07-04 18:03:46",4,""
"Christopher Stewart","Apple II","2022-09-26 06:31:58",4,"Knowledge investment remain. Worker concern eight happy. Somebody war time despite rather soldier professional."
"Christopher Stewart","Commodore 64","2022-05-05 06:18:37",5,"Growth half deal positive. Later half win suffer society newspaper. Phone skin loss edge."
"Christopher Stewart","Amiga","2022-01-27 06:49:21",5,""
"Jonathan Harrington","Commodore 64","2022-04-09 08:38:40",5,""
"David Walker","Apple II","2022-05-28 15:46:24",5,"Concern policy statement couple her. Begin hard approach."
"David Walker","Amiga","2022-04-06 16:17:09",4,"Add throw American front teacher mother there."
"Rose Underwood","Commodore 64","2022-03-06 23:30:31",4,""
"Lisa Poole","Commodore 64","2022-03-09 22:13:11",3,""
"Lisa Poole","ZX Spectrum","2022-08-05 09:26:07",5,"About quality several tell become indicate against. One toward benefit still create analysis. Second room hour really set."
"Lisa Poole","CEC-I Zhonghua","2022-11-27 17:20:02",4,"Clearly since network general. Price least mother but treat bill. Seven exist light scene sister."
"Amy Smith","ZX Spectrum","2022-10-12 12:32:26",4,"Toward home hotel. Some up region why teacher at cup without."
"Karen Calderon","ZX Spectrum","2022-12-10 02:39:23",5,"Boy accept probably until very before prove."
"Sean Ortiz","ZX Spectrum","2022-02-03 21:39:47",5,""
"Sean Ortiz","Amiga","2022-11-26 01:07:56",4,"Popular nothing send truth until art. Support same reduce there tell work rate story. Answer nice sign."
"Raymond Williams","Commodore 64","2022-06-20 13:25:39",5,""
"Cynthia Faulkner","Commodore 64","2022-09-12 02:01:53",2,"Will many build group sort. Too yourself table factor respond case. Recently responsibility score despite. There change necessary article their."
"Richard Howard","Amiga","2022-07-19 19:01:41",5,"Decade ball enter. Administration heavy chance side. Either west machine them enter team."
"Tammy Farmer","Commodore 64","2022-02-16 23:47:58",5,""
"Tammy Farmer","Amiga","2022-07-31 09:33:53",5,""
"Sara Howard","Apple II","2022-03-10 08:14:01",3,""
"Sara Howard","Commodore 64","2022-04-04 02:29:32",5,""
"Cody Singh","Commodore 64","2022-06-06 12:52:44",2,"Something true civil quality. Indeed color rule reality energy."
"Alexandra Moore","Apple II","2022-10-17 13:45:03",5,""
"Alexandra Moore","Amiga","2022-12-05 11:13:24",1,""
"Philip Dixon","Commodore 64","2022-07-18 22:33:31",5,""
"Briana Shelton","Commodore 64","2022-10-04 18:31:03",5,"Rather gas popular own they less six. Something culture card mother trip future. Body alone pick benefit."
"Maria Rodriguez","Amiga","2022-06-12 02:37:28",5,"Trial skill tree example treat because design. Bill popular lead."
"Crystal Sexton","Apple II","2022-12-09 20:11:27",2,""
"Crystal Sexton","Amiga","2022-01-29 04:29:38",1,""
"Michael Garrett","Commodore 64","2022-03-13 06:38:21",2,"Law already can end skill onto."
"Michael Garrett","Amiga","2022-11-26 07:57:13",5,"Decide culture technology size. Win record today participant pay sure. Drop clearly seek almost compare him happen parent. Research case consumer may."
"David Chapman","Commodore 64","2022-12-18 07:14:45",5,"Fear I toward Republican meet. Health fire safe space and last field month. Site management every doctor third situation two."
"Michael Decker","Commodore 64","2022-11-07 12:17:32",5,""
"Michael Decker","Amiga","2022-09-22 17:50:33",5,""
"Michael Doyle","ZX Spectrum","2022-03-20 11:00:39",5,""
"Mark Cortez","Commodore 64","2022-08-31 02:45:08",5,""
"Mark Cortez","Amiga","2022-08-31 00:17:07",5,""
"Alisha Rhodes","Apple II","2022-01-04 11:44:07",2,""
"Alisha Rhodes","BBC Micro","2022-01-02 06:23:46",5,""
"Alisha Rhodes","Commodore 64","2022-06-16 00:28:33",2,""
"Corey Barry","Apple II","2022-01-20 12:21:13",2,"Since every ever agent employee two realize. Foreign push another sing deep trial pick. One clearly week play if."
"Corey Barry","TRS-80 Model I","2022-07-15 04:20:55",4,""
"Corey Barry","Commodore 64","2022-05-01 06:38:22",3,"Enter likely official more though truth once education. Summer fish including wind debate his reach. Center get however nice customer save may."
"Corey Barry","Atari 600XL","2022-07-11 03:07:57",4,"Research purpose from easy."
"Cassandra Ferguson","BBC Micro","2022-04-22 15:54:09",5,""
"Cassandra Ferguson","Commodore 64","2022-08-05 11:32:56",5,"Often choice western thank. Somebody between return floor cause its."
"Kristine Johnson","Apple II","2022-05-19 19:02:16",5,""
"Kristine Johnson","Commodore 64","2022-04-25 08:58:38",2,""
"Jeremy Greer","ZX Spectrum","2022-04-28 21:46:12",3,""
"John Ortega","Commodore 64","2022-05-04 03:13:51",3,"Wind develop perform which. Soldier now relationship candidate serious."
"John Ortega","ZX Spectrum","2022-05-31 06:51:58",1,"We act admit a able what. Cold church seven return environment walk myself. Game action grow candidate."
"John Ortega","Amiga","2022-10-18 21:43:07",1,"Ground nice behind good enjoy. Do big hotel product. Enough discuss statement may."
"Robert Ortiz","Interact Home Computer","2022-10-06 12:21:34",4,""
"Robert Ortiz","ZX Spectrum","2022-07-22 22:54:40",3,"Structure quickly finally impact service. Similar box social possible."
"Bryan Macias","Timex Sinclair 1000","2022-01-24 05:27:23",1,""
"Roy Boyle","Commodore 64","2022-04-27 00:48:21",4,""
"Caitlyn Williams","ZX Spectrum","2022-05-07 06:38:34",5,""
"Jeffrey Ellison","ZX Spectrum","2022-12-11 15:37:04",5,""
"Jeffrey Ellison","Amiga","2022-09-28 01:53:12",4,""
"Misty Hicks DDS","Apple II","2022-07-07 01:26:24",5,"Leave follow into become. Whole rather wear. Much enough care member information."
"Jeanne Weaver","Commodore 64","2022-07-22 12:51:47",1,"Congress purpose until agent accept available impact. Meeting great financial whether institution. Somebody morning drop during theory."
"Alexander Herrera","Commodore 64","2022-06-29 16:26:47",5,""
"Tina Moody","Commodore 64","2022-08-02 17:14:06",4,""
"Tina Moody","Commodore 16","2022-10-15 20:49:24",4,""
"Tina Moody","GEM 1000","2022-12-27 04:23:33",1,""
"Victor Robinson","Commodore 64","2022-02-19 16:23:32",5,""
"Craig Allen","Apple II","2022-05-18 07:29:48",5,""
"Craig Allen","Commodore 64","2022-11-19 17:06:01",5,""
"Jennifer Wood","Amiga","2022-04-05 11:20:16",5,"Skill exactly project evening strategy son wonder. Join boy seven member second."
"Megan Garcia","Apple II","2022-11-10 07:51:50",5,""
"Megan Garcia","Commodore 64","2022-09-23 04:53:54",1,"People image surface become model shake certainly learn. Radio role case current care those."
"Megan Garcia","Amiga","2022-01-31 06:46:46",1,""
"David Leonard","Commodore 64","2022-11-25 02:47:51",5,""
"Nancy Lopez","ZX Spectrum","2022-07-14 18:08:16",4,""
"Nancy Lopez","Apple IIGS","2022-06-27 23:18:26",5,""
"Ashley Bond","Amiga","2022-12-11 00:11:54",1,""
"Ricardo Andrews","CPC 464","2022-03-20 00:59:14",2,"Receive look think. Yourself process keep create itself. Dark name American result tonight."
"Christopher Reed","Apple II","2022-12-14 04:39:42",5,""
"Christopher Reed","Commodore 64","2022-10-08 04:58:37",4,"Scientist also cover final actually anything."
"Christopher Reed","Amiga","2022-11-02 18:12:30",5,"Also paper boy politics establish house foot. Continue price four religious media factor ball institution. Ok reality require sure space."
"Thomas Moore","Commodore 64","2022-11-10 13:38:54",1,""
"Tracy Smith","Apple II","2022-03-30 16:25:22",2,"His itself set than. Treat interview tell seven tough enough within."
"Martin Hill","Commodore 64","2022-10-26 10:44:34",5,"Smile trouble far thing. Well interesting third career member. Make development case use among position. Sometimes explain thank collection fly science."
"Amanda Hall","Apple II","2022-05-04 22:47:55",1,""
"Amanda Hall","Commodore 64","2022-05-27 13:38:06",2,""
"Amanda Hall","Amiga","2022-03-11 00:35:46",3,""
"Mr. Christopher Williams","Commodore 64","2022-03-11 00:27:06",3,""
"Mr. Christopher Williams","ZX Spectrum","2022-12-16 22:26:18",4,""
"Mr. Christopher Williams","Amiga","2022-10-06 23:10:47",5,""
"Anna Riley","Commodore 64","2022-02-04 23:21:23",5,""
"Anna Riley","Amiga","2022-01-10 23:05:47",5,"Purpose prove same. Former Congress community."
"Kimberly Stephens","Commodore 64","2022-10-22 19:40:27",5,""
"Kimberly Stephens","ZX Spectrum","2022-10-23 17:42:46",5,"Road appear pattern employee work individual edge somebody. Among south computer star."
"Kimberly Stephens","FM Towns","2022-03-04 18:32:40",1,""
"Cheryl Kim","BBC Micro","2022-01-21 10:17:40",5,""
"Cheryl Kim","Amiga","2022-01-18 04:27:37",5,""
"Samantha Welch","Apple II","2022-05-15 05:33:19",5,""
"Samantha Welch","Commodore 64","2022-07-24 13:13:41",4,""
"Ryan Mccoy","Amiga","2022-07-02 00:42:11",5,""
"Timothy Bartlett","Commodore 64","2022-12-16 20:22:33",1,"Television business yet they. Four partner economy stand onto left necessary charge. Year career key."
"Nancy Jordan","Commodore 64","2022-05-27 09:57:27",3,"Baby not score indicate responsibility environment same."
"Craig Thomas","Oric 1","2022-12-09 11:59:38",4,""
"Jessica Hart","BBC Micro","2022-04-08 22:21:45",3,""
"Jessica Hart","Amiga","2022-11-12 15:57:07",4,""
"Dustin Best Jr.","Commodore 64","2022-02-23 14:41:19",3,""
"Dustin Best Jr.","Amiga","2022-05-21 19:29:02",5,""
"Alex Thompson II","Apple II","2022-03-15 17:28:00",5,""
"John Bartlett","BBC Micro","2022-01-18 10:01:58",5,""
"Sophia Morales","Commodore 64","2022-02-17 02:15:39",3,"Hit though happy develop happy brother. Fish ground nice easy together own attack."
"Glenn Myers","Apple II","2022-04-13 13:23:32",5,""
"Glenn Myers","Commodore 64","2022-01-03 02:34:43",5,"Ask and final later. Necessary send newspaper allow break."
"Glenn Myers","ZX Spectrum","2022-01-10 10:03:43",4,"Wear man happy color. Fight article rule clear."
"Travis Hampton","Apple II","2022-05-26 21:25:43",4,""
"Joel Lee","Interact Home Computer","2022-07-19 16:38:44",5,"Help window final customer gun. Friend social involve tree consumer than attorney. Cover phone no easy face as fight."
"Joel Lee","Commodore 64","2022-10-02 02:38:17",5,"Hand then writer. Maintain one respond son likely begin attack stuff. Produce fact soon agency."
"Joel Lee","Amiga","2022-12-06 05:04:21",3,"Discuss economy former. Try although poor range."
"Renee Greer","Amiga","2022-04-06 08:21:51",3,""
"Misty Smith","Amiga","2022-01-22 04:08:26",5,""
"Jenna Cooper","Apple II","2022-07-03 20:13:41",4,""
"Jenna Cooper","ZX Spectrum","2022-01-26 11:09:23",5,"Record book item. Tree management old standard long rise."
"Christine Jones","Apple II","2022-09-07 17:03:51",1,""
"Christine Jones","Atari 1200XL","2022-09-07 12:57:07",1,""
"Christine Jones","Amiga","2022-06-04 08:45:27",5,"Fine mission concern style those. Buy agree almost. Everything continue religious large."
"Debra Fisher","Commodore 64","2022-11-25 15:23:13",5,""
"Debra Fisher","Amiga","2022-01-19 22:04:43",4,""
"Ashley Rodriguez","Commodore 64","2022-01-23 12:22:19",4,""
"Rhonda Torres","TI-99/4","2022-09-08 03:49:12",4,""
"Rhonda Torres","Commodore 64","2022-05-02 01:28:25",4,"Tend dark provide marriage measure. Run maintain upon school ability perhaps realize."
"Nancy Archer","Commodore 64","2022-12-15 10:45:00",1,""
"Nancy Archer","Amiga","2022-01-09 05:13:31",5,""
"Thomas Baldwin","Apple II","2022-11-26 23:04:00",1,""
"Thomas Baldwin","Commodore 64","2022-11-14 23:47:34",2,""
"Javier Foster","ZX Spectrum","2022-08-01 19:15:54",3,""
"Scott Wang","BBC Micro","2022-03-26 21:57:44",4,"Quite economy without beautiful million. Sound never interesting plan bill campaign improve."
"Scott Wang","Commodore 64","2022-03-19 18:16:43",4,""
"Scott Wang","CEC-I Zhonghua","2022-02-26 11:38:02",4,""
"Julie Lewis","Apple II","2022-04-03 10:24:33",4,""
"Joseph Forbes","ZX Spectrum","2022-08-24 10:43:00",3,""
"Joseph Forbes","Amiga","2022-07-09 18:00:52",3,"Cover upon government evening local have. Guess above method of leave. Future make majority several campaign."
"Joseph Forbes","Philips :YES","2022-05-21 01:45:59",2,""
"Alan Reilly","Commodore 64","2022-04-06 16:34:20",5,"A matter hand production. Trip lot reduce control voice along. Floor true occur."
"Alan Reilly","ZX Spectrum","2022-03-02 15:58:53",5,""
"William Willis","Commodore 64","2022-07-10 10:44:43",4,"Build across couple chair report president no. As else short box up happy defense."
"Angela Jones","Commodore 64","2022-10-08 11:42:12",4,""
"Angela Jones","Amiga","2022-10-06 03:52:33",2,"Sense operation enter add. Behavior adult huge office movement nation send. Behind manage word son."
"Angel Cruz","Exidy Sorcerer","2022-09-18 14:35:14",1,""
"Angel Cruz","ZX Spectrum","2022-04-21 07:05:36",4,"Those its city above can. Election mention few detail continue question public. Process raise might election why owner."
"David Bailey","Amiga","2022-12-24 09:15:26",5,""
"Kenneth Pena","ZX Spectrum","2022-05-05 00:12:26",5,"World either ten feeling. Suffer traditional prepare top quickly. Agent message day it instead adult morning."
"Jason Stark","ZX Spectrum","2022-07-26 06:51:39",5,""
"Andrew Lewis","Apple II","2022-05-12 22:11:22",1,""
"Kelly Watson","ZX Spectrum","2022-09-03 23:45:14",1,"Fire including at center full now. Kind effect they project. Social receive fast door reduce firm."
"Mitchell Conner","Amiga","2022-11-21 14:10:08",4,""
"Danielle Ayala","Commodore 64","2022-11-23 09:33:37",4,"Attention another defense. Last music fall foreign."
"Michael Cobb","Amiga","2022-10-29 09:53:53",5,""
"Stephanie Sampson","Amiga","2022-11-25 03:02:30",4,"Develop book listen figure success tell can. Bar any leader financial interest daughter owner assume. It order least often sell by."
"Savannah Evans","Apple II","2022-12-14 05:52:54",5,""
"Savannah Evans","Amiga","2022-09-24 02:51:26",5,""
"Bailey Peck","Commodore 64","2022-10-16 08:32:17",3,""
"Deborah Smith","ZX Spectrum","2022-05-19 22:02:44",5,""
"Deborah Smith","Amiga","2022-11-06 04:51:20",3,""
"Amy Martin","Amiga","2022-09-22 07:49:57",1,"Activity marriage foreign two. Attack sell son make."
"Heather Odonnell","Amiga","2022-01-02 13:58:41",5,""
"Jennifer Vaughan","PC-1512","2022-07-20 19:54:08",5,""
"Dennis Hodges","ZX Spectrum","2022-12-26 11:43:07",4,""
"Dennis Hodges","Amiga","2022-03-22 15:00:03",4,""
"Theresa Huber","TI-99/4A","2022-12-30 14:19:03",4,"Him do single wrong fall. Worker help face happy. Similar ago response sport safe house life."
"Theresa Huber","Amiga","2022-04-11 16:27:33",4,"Specific central power. Walk be television though man author nothing candidate. Cold prepare speech."
"Kathryn Weaver","Apple II","2022-11-24 00:29:39",5,""
"Linda Stewart","Commodore 64","2022-07-24 01:26:00",3,""
"Steven Ashley","ZX Spectrum","2022-03-03 21:25:33",1,""
